Data source record id	NCBI tax id	BioSample	BioProject	Data source organism name	NCBI scientific name	RDP taxa	Data source lineage	NCBI taxonomic lineage	RDP taxonomic lineage	basecount	16S gene count	23S gene count	tRNA gene count	Curator	Evidence	Note	References	rrnDB version
GCF_048564865.1	28197	SAMN47201741	PRJNA224116	Aliarcobacter butzleri	Aliarcobacter butzleri	Arcobacter (genus)			Bacteria|domain; Campylobacterota|phylum; Campylobacteria|class; Campylobacterales|order; Arcobacteraceae|family; Arcobacter|genus		5				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048564885.1	2737512	SAMN47207974	PRJNA224116	Lentilactobacillus buchneri subsp. silagei	Lentilactobacillus buchneri subsp. silagei	Lentilactobacillus (genus)			Bacteria|domain; Bacillota|phylum; Bacilli|class; Lactobacillales|order; Lactobacillaceae|family; Lentilactobacillus|genus		1				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048564895.1	412710	SAMN47217793	PRJNA224116	Streptomyces sp. 2-1	Streptomyces sp. 2-1	Streptomyces (genus)			Bacteria|domain; Actinomycetota|phylum; Actinobacteria|class; Streptomycetales|order; Streptomycetaceae|family; Streptomyces|genus		6				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048564955.1	2371	SAMN27988124	PRJNA224116	Xylella fastidiosa	Xylella fastidiosa	Xylella (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Xanthomonadales|order; Xanthomonadaceae|family; Xylella|genus		2				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048564965.1	3402691	SAMN47159825	PRJNA224116	Promicromonospora sp. NFX87	Promicromonospora sp. NFX87	Promicromonospora (genus)			Bacteria|domain; Actinomycetota|phylum; Actinobacteria|class; Micrococcales|order; Promicromonosporaceae|family; Promicromonospora|genus		3				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048565005.1	615	SAMN47217336	PRJNA224116	Serratia marcescens	Serratia marcescens	Serratia (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Yersiniaceae|family; Serratia|genus		7				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048565015.1	67345	SAMN47206134	PRJNA224116	Streptomyces prasinus	Streptomyces prasinus	Streptomyces (genus)			Bacteria|domain; Actinomycetota|phylum; Actinobacteria|class; Streptomycetales|order; Streptomycetaceae|family; Streptomyces|genus		6				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048565025.1	573	SAMN46189557	PRJNA224116	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Enterobacteriaceae|family; Klebsiella|genus		8				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048565145.1	3402687	SAMN47134482	PRJNA224116	Mucilaginibacter sp. NFX135	Mucilaginibacter sp. NFX135	Mucilaginibacter (genus)			Bacteria|domain; Bacteroidota|phylum; Sphingobacteriia|class; Sphingobacteriales|order; Sphingobacteriaceae|family; Mucilaginibacter|genus		2				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048565155.1	1004279	SAMN47211347	PRJNA224116	Mesorhizobium muleiense	Mesorhizobium muleiense	Mesorhizobium (genus)			Bacteria|domain; Pseudomonadota|phylum; Alphaproteobacteria|class; Hyphomicrobiales|order; Phyllobacteriaceae|family; Mesorhizobium|genus		2				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048565165.1	3402862	SAMN47166586	PRJNA224116	Pseudomonas sp. NFX224	Pseudomonas sp. NFX224	Pseudomonas (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Pseudomonadales|order; Pseudomonadaceae|family; Pseudomonas|genus		6				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048565175.1	28095	SAMN47224372	PRJNA224116	Burkholderia gladioli	Burkholderia gladioli	Burkholderia (genus)			Bacteria|domain; Pseudomonadota|phylum; Betaproteobacteria|class; Burkholderiales|order; Burkholderiaceae|family; Burkholderia|genus		5				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048565205.1	28197	SAMN47006176	PRJNA224116	Aliarcobacter butzleri	Aliarcobacter butzleri	Arcobacter (genus)			Bacteria|domain; Campylobacterota|phylum; Campylobacteria|class; Campylobacterales|order; Arcobacteraceae|family; Arcobacter|genus		5				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048565215.1	28197	SAMN47006117	PRJNA224116	Aliarcobacter butzleri	Aliarcobacter butzleri	Arcobacter (genus)			Bacteria|domain; Campylobacterota|phylum; Campylobacteria|class; Campylobacterales|order; Arcobacteraceae|family; Arcobacter|genus		5				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048565225.1	28197	SAMN47006089	PRJNA224116	Aliarcobacter butzleri	Aliarcobacter butzleri	Arcobacter (genus)			Bacteria|domain; Campylobacterota|phylum; Campylobacteria|class; Campylobacterales|order; Arcobacteraceae|family; Arcobacter|genus		5				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048565235.1	28197	SAMN47006173	PRJNA224116	Aliarcobacter butzleri	Aliarcobacter butzleri	Arcobacter (genus)			Bacteria|domain; Campylobacterota|phylum; Campylobacteria|class; Campylobacterales|order; Arcobacteraceae|family; Arcobacter|genus		5				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048565245.1	28197	SAMN47006166	PRJNA224116	Aliarcobacter butzleri	Aliarcobacter butzleri	Arcobacter (genus)			Bacteria|domain; Campylobacterota|phylum; Campylobacteria|class; Campylobacterales|order; Arcobacteraceae|family; Arcobacter|genus		5				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048565255.1	28197	SAMN47006133	PRJNA224116	Aliarcobacter butzleri	Aliarcobacter butzleri	Arcobacter (genus)			Bacteria|domain; Campylobacterota|phylum; Campylobacteria|class; Campylobacterales|order; Arcobacteraceae|family; Arcobacter|genus		5				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048565265.1	3143496	SAMN47220196	PRJNA224116	Burkholderia theae	Burkholderia theae	Burkholderia (genus)			Bacteria|domain; Pseudomonadota|phylum; Betaproteobacteria|class; Burkholderiales|order; Burkholderiaceae|family; Burkholderia|genus		6				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048565275.1	859321	SAMN04903901	PRJNA224116	Desulfosarcina variabilis str. Montpellier	Desulfosarcina variabilis str. Montpellier	Desulfosarcina (genus)			Bacteria|domain; Pseudomonadota|phylum; Deltaproteobacteria|class; Desulfobacterales|order; Desulfobacteraceae|family; Desulfosarcina|genus		2				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048568225.1	747	SAMN47240142	PRJNA224116	Pasteurella multocida	Pasteurella multocida	Pasteurella (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Pasteurellales|order; Pasteurellaceae|family; Pasteurella|genus		6				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048568235.1	1086822	SAMN47220721	PRJNA224116	Anabaena sp. FACHB-709	Anabaena sp. FACHB-709	Nostocaceae (family)			Bacteria|domain; Cyanobacteriota|phylum; Cyanophyceae|class; Nostocales|order; Nostocaceae|family		4				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048568255.1	1460447	SAMN47240171	PRJNA224116	Terrisporobacter petrolearius	Terrisporobacter petrolearius	Terrisporobacter (genus)			Bacteria|domain; Bacillota|phylum; Clostridia|class; Eubacteriales|order; Peptostreptococcaceae|family; Terrisporobacter|genus		13				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048568265.1	2662455	SAMN47240169	PRJNA224116	Paraclostridium dentum	Paraclostridium dentum	Paraclostridium (genus)			Bacteria|domain; Bacillota|phylum; Clostridia|class; Eubacteriales|order; Peptostreptococcaceae|family; Paraclostridium|genus		16				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048568275.1	3403436	SAMN47220197	PRJNA224116	Anabaena sp. FACHB-595	Anabaena sp. FACHB-595	Nostocaceae (family)			Bacteria|domain; Cyanobacteriota|phylum; Cyanophyceae|class; Nostocales|order; Nostocaceae|family		4				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048568285.1	1309	SAMN39705294	PRJNA224116	Streptococcus mutans	Streptococcus mutans	Streptococcus (genus)			Bacteria|domain; Bacillota|phylum; Bacilli|class; Lactobacillales|order; Streptococcaceae|family; Streptococcus|genus		5				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048568295.1	747	SAMN47240144	PRJNA224116	Pasteurella multocida	Pasteurella multocida	Pasteurella (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Pasteurellales|order; Pasteurellaceae|family; Pasteurella|genus		5				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048568305.1	747	SAMN47240143	PRJNA224116	Pasteurella multocida	Pasteurella multocida	Pasteurella (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Pasteurellales|order; Pasteurellaceae|family; Pasteurella|genus		6				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048568315.1	1460447	SAMN47240170	PRJNA224116	Terrisporobacter petrolearius	Terrisporobacter petrolearius	Terrisporobacter (genus)			Bacteria|domain; Bacillota|phylum; Clostridia|class; Eubacteriales|order; Peptostreptococcaceae|family; Terrisporobacter|genus		11				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048568325.1	1502	SAMN47133240	PRJNA224116	Clostridium perfringens	Clostridium perfringens	Clostridium sensu stricto (genus)			Bacteria|domain; Bacillota|phylum; Clostridia|class; Eubacteriales|order; Clostridiaceae 1|family; Clostridium sensu stricto|genus		10				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048568335.1	1502	SAMN47132551	PRJNA224116	Clostridium perfringens	Clostridium perfringens	Clostridium sensu stricto (genus)			Bacteria|domain; Bacillota|phylum; Clostridia|class; Eubacteriales|order; Clostridiaceae 1|family; Clostridium sensu stricto|genus		10				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048568345.1	1502	SAMN47132646	PRJNA224116	Clostridium perfringens	Clostridium perfringens	Clostridium sensu stricto (genus)			Bacteria|domain; Bacillota|phylum; Clostridia|class; Eubacteriales|order; Clostridiaceae 1|family; Clostridium sensu stricto|genus		10				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048568355.1	1903056	SAMN47252839	PRJNA224116	Macrococcoides bohemicum	Macrococcoides bohemicum	Macrococcus (genus)			Bacteria|domain; Bacillota|phylum; Bacilli|class; Caryophanales|order; Staphylococcaceae|family; Macrococcus|genus		5				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048568365.1	3399568	SAMN46777582	PRJNA224116	Staphylococcus sp. Ze2	Staphylococcus sp. Ze2	Staphylococcus (genus)			Bacteria|domain; Bacillota|phylum; Bacilli|class; Caryophanales|order; Staphylococcaceae|family; Staphylococcus|genus		7				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048568375.1	3399569	SAMN46777645	PRJNA224116	Staphylococcus sp. Ze3	Staphylococcus sp. Ze3	Staphylococcus (genus)			Bacteria|domain; Bacillota|phylum; Bacilli|class; Caryophanales|order; Staphylococcaceae|family; Staphylococcus|genus		7				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048568385.1	3399572	SAMN46777734	PRJNA224116	Staphylococcus sp. LKG3-1	Staphylococcus sp. LKG3-1	Staphylococcus (genus)			Bacteria|domain; Bacillota|phylum; Bacilli|class; Caryophanales|order; Staphylococcaceae|family; Staphylococcus|genus		6				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048568395.1	3399680	SAMN46785765	PRJNA224116	Pseudomonas sp. COR18	Pseudomonas sp. COR18	Pseudomonas (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Pseudomonadales|order; Pseudomonadaceae|family; Pseudomonas|genus		6				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048568405.1	3133180	SAMN46120661	PRJNA224116	Enterobacter intestinihominis	Enterobacter intestinihominis	Enterobacter (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Enterobacteriaceae|family; Enterobacter|genus		8				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048568865.1	573	SAMN46720992	PRJNA224116	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Enterobacteriaceae|family; Klebsiella|genus		8				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048568885.1	573	SAMN46721236	PRJNA224116	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Enterobacteriaceae|family; Klebsiella|genus		8				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048568895.1	1590	SAMN46787187	PRJNA224116	Lactiplantibacillus plantarum	Lactiplantibacillus plantarum	Lactiplantibacillus (genus)			Bacteria|domain; Bacillota|phylum; Bacilli|class; Lactobacillales|order; Lactobacillaceae|family; Lactiplantibacillus|genus		5				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048568905.1	3400348	SAMN46863659	PRJNA224116	Sphingomonas sp. HT-1	Sphingomonas sp. HT-1	Sphingomonas (genus)			Bacteria|domain; Pseudomonadota|phylum; Alphaproteobacteria|class; Sphingomonadales|order; Sphingomonadaceae|family; Sphingomonas|genus		2				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048568915.1	562	SAMN19101798	PRJNA224116	Escherichia coli	Escherichia coli	Escherichia/Shigella (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Enterobacteriaceae|family; Escherichia/Shigella|genus		7				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048568925.1	562	SAMN19101797	PRJNA224116	Escherichia coli	Escherichia coli	Escherichia/Shigella (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Enterobacteriaceae|family; Escherichia/Shigella|genus		7				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048568935.1	562	SAMN19101796	PRJNA224116	Escherichia coli	Escherichia coli	Escherichia/Shigella (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Enterobacteriaceae|family; Escherichia/Shigella|genus		7				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048568945.1	562	SAMN19101795	PRJNA224116	Escherichia coli	Escherichia coli	Escherichia/Shigella (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Enterobacteriaceae|family; Escherichia/Shigella|genus		7				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048568955.1	562	SAMN19101794	PRJNA224116	Escherichia coli	Escherichia coli	Escherichia/Shigella (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Enterobacteriaceae|family; Escherichia/Shigella|genus		7				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048568965.1	562	SAMN19101793	PRJNA224116	Escherichia coli	Escherichia coli	Escherichia/Shigella (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Enterobacteriaceae|family; Escherichia/Shigella|genus		7				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048568975.1	562	SAMN19101792	PRJNA224116	Escherichia coli	Escherichia coli	Escherichia/Shigella (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Enterobacteriaceae|family; Escherichia/Shigella|genus		7				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048568985.1	562	SAMN19101791	PRJNA224116	Escherichia coli	Escherichia coli	Escherichia/Shigella (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Enterobacteriaceae|family; Escherichia/Shigella|genus		7				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048568995.1	562	SAMN19101789	PRJNA224116	Escherichia coli	Escherichia coli	Escherichia/Shigella (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Enterobacteriaceae|family; Escherichia/Shigella|genus		7				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048569005.1	562	SAMN19101790	PRJNA224116	Escherichia coli	Escherichia coli	Escherichia/Shigella (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Enterobacteriaceae|family; Escherichia/Shigella|genus		7				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048569015.1	562	SAMN19101788	PRJNA224116	Escherichia coli	Escherichia coli	Escherichia/Shigella (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Enterobacteriaceae|family; Escherichia/Shigella|genus		7				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048569025.1	562	SAMN19101787	PRJNA224116	Escherichia coli	Escherichia coli	Escherichia/Shigella (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Enterobacteriaceae|family; Escherichia/Shigella|genus		7				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048569035.1	562	SAMN19101786	PRJNA224116	Escherichia coli	Escherichia coli	Escherichia/Shigella (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Enterobacteriaceae|family; Escherichia/Shigella|genus		7				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048569045.1	562	SAMN19101785	PRJNA224116	Escherichia coli	Escherichia coli	Escherichia/Shigella (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Enterobacteriaceae|family; Escherichia/Shigella|genus		7				Machine processing of NCBI genome assembly data.			"""5.10"""
